Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,class
9963,410.0840149,171.168457,75.23148346,0.898234189,10251,0.719298244,1
11267,421.868988,170.3562164,86.01098633,0.863184273,11576,0.740762651,1
15274,511.0539856,211.2999268,93.12004852,0.897654057,15669,0.693264365,0
14104,467.8009949,189.4949036,95.6470108,0.863267243,14409,0.789697647,1
14675,493.9289856,199.2336273,95.68336487,0.877127767,15317,0.6168558,0
16419,531.4210205,224.0659485,94.54113007,0.906626344,16874,0.550419033,0
12095,444.0339966,186.0676727,83.80880737,0.892816246,12290,0.699942112,1
13340,474.6820068,201.3853302,85.88858795,0.904492855,13603,0.701662123,1
13513,473.1029968,196.2790833,89.51602936,0.889946461,13867,0.749389946,0
11502,429.7420044,178.2637482,83.29379272,0.884125054,11715,0.773607731,1
10803,409.125,169.4149323,81.78897095,0.875745475,10968,0.74354738,1
16453,523.8740234,222.3121948,96.1785202,0.901572466,16803,0.754724741,0
11711,447.0039978,190.9449158,79.28987122,0.909707367,11904,0.591464639,1
11752,422.5320129,171.0852966,88.01459503,0.857521176,11997,0.6929245,1
10788,414.9070129,169.601593,82.25015259,0.874535799,11083,0.648317337,1
11562,424.9710083,174.3947754,85.48675537,0.871614993,11739,0.755291343,1
9853,395.5010071,159.9161224,80.05778503,0.865665078,10102,0.601967275,1
10760,420.9490051,173.4446564,80.46677399,0.885870039,11046,0.58711189,1
14284,499.9150085,213.1660614,86.92615509,0.913077474,14678,0.704582453,0
14789,492.9519958,206.7086792,92.60356903,0.8940382,15069,0.747825623,0
15007,500.3070068,210.7177582,92.17046356,0.899261236,15431,0.580766261,0
12567,453.7720032,192.2237701,83.54117584,0.900621772,12778,0.575359404,1
14641,505.0020142,211.5836487,90.03343201,0.904948235,15034,0.629557967,0
12709,461.0119934,190.7787476,87.41279602,0.888854563,13064,0.786934972,0
12491,457.1409912,194.8754578,82.49108887,0.905988812,12721,0.770478666,0
14011,493.8789978,212.6303101,85.02820587,0.916564226,14336,0.627986193,0
14621,501.8250122,210.9164886,89.62992859,0.905214667,15175,0.689084768,0
13388,466.4620056,191.9375,90.36680603,0.882232666,13644,0.753998637,1
12840,470.0960083,199.2614899,82.7935257,0.90959233,13072,0.557872772,1
10267,424.9490051,182.4091187,72.53786469,0.917530358,10455,0.547427356,1
14321,490.4249878,204.2803802,90.68297577,0.896069288,14622,0.573872983,0
13325,468.3500061,188.9027405,90.83171082,0.87680918,13643,0.612643659,1
11898,420.7789917,166.0784607,92.47577667,0.830633283,12133,0.762496769,1
12140,441.4989929,182.4339905,85.49819183,0.883382499,12358,0.589606583,1
12609,475.3599854,202.7544098,81.27371979,0.91614455,13210,0.706941009,0
11771,430.4700012,181.3029938,83.21956635,0.888432026,11919,0.796737492,1
11327,422.6849976,175.8530579,82.81970978,0.882154703,11475,0.596314847,1
14138,490.8340149,206.1808472,89.36727905,0.901181817,14523,0.762567401,0
14196,499.230011,210.1801147,87.10346985,0.910084367,14509,0.618858695,0
13501,485.756012,205.7710114,84.90839386,0.910896301,13896,0.658521116,0
12031,444.4620056,184.7829895,84.48427582,0.889359772,12253,0.58845681,1
16053,523.8400269,220.9137726,93.89167786,0.905186296,16496,0.747973144,0
10604,425.9259949,179.1511841,76.3516922,0.904635668,10830,0.574898362,0
17192,528.34198,222.9499359,99.09267426,0.895797908,17457,0.628914237,0
12558,439.776001,173.4427643,93.39813995,0.842628419,12804,0.638888896,1
11748,446.6950073,190.2133179,79.88955688,0.907524228,11926,0.809760153,1
14295,489.2149963,203.3018951,90.60995483,0.895186543,14660,0.606697202,0
11889,428.696991,173.6313477,88.43959045,0.860557854,12113,0.610945523,1
11363,416.0499878,168.4384766,86.90823364,0.856610119,11594,0.630262375,1
12391,437.618988,175.3672333,90.81942749,0.855452418,12600,0.634784818,1
14952,488.6300049,203.0029602,94.55452728,0.884901047,15187,0.615612626,0
11911,441.0599976,185.2055817,82.24365234,0.89599365,12119,0.580458105,1
16734,531.507019,220.6954803,97.83933258,0.896362066,17242,0.657111466,0
11774,447.9330139,186.0179291,81.6740036,0.898455203,12103,0.560026646,0
11268,429.3070068,171.264328,85.81079102,0.865422368,11576,0.608653367,1
10855,417.3169861,167.3380127,84.22980499,0.86408186,11135,0.604836464,1
16008,521.007019,222.8452301,92.12952423,0.910538733,16315,0.611879826,0
13584,478.5369873,204.6206512,84.80614471,0.910069585,13817,0.676022708,0
11352,422.3240051,171.0198059,85.81471252,0.86499393,11581,0.785714269,1
16862,519.4710083,219.6599579,98.39157104,0.894070268,17104,0.612273037,0
11321,424.5759888,173.9976349,84.73989105,0.873392224,11631,0.621896267,1
12025,447.2269897,184.9146423,84.14797211,0.890458822,12373,0.647027194,1
11090,416.0140076,174.9094391,81.36546326,0.885212839,11277,0.741706789,1
10236,398.5379944,160.8490143,82.49160004,0.858477592,10392,0.795647085,1
11835,431.0339966,180.4618378,84.14440918,0.884641051,12016,0.633023083,1
13333,467.0249939,196.7969971,87.27310944,0.896290362,13589,0.694427073,1
14493,487.3359985,205.8022919,90.53879547,0.898031592,14835,0.755788505,0
12300,434.6470032,177.6254578,89.04188538,0.865279257,12472,0.785240054,1
12759,455.3150024,188.1911774,87.08290863,0.886495948,13082,0.675079346,1
12608,440.125,174.6025238,93.52519989,0.844442427,12835,0.631031036,1
14590,496.1719971,212.1007538,88.60240936,0.908567846,14883,0.571484506,0
10871,414.6740112,165.7461395,85.62849426,0.856212139,11224,0.76610291,1
11231,427.6669922,183.5870972,78.86173248,0.903038144,11427,0.721184075,1
10858,412.2170105,166.962326,84.06575012,0.863994479,11171,0.792901993,1
11003,417.0589905,168.2343292,85.0189743,0.862908363,11270,0.611277759,1
14932,488.8649902,203.9393005,94.11239624,0.88715446,15200,0.78161639,1
11760,432.5320129,176.1437683,86.02404785,0.872634411,12055,0.632870495,1
12234,440.0,178.6965332,88.44730377,0.86891681,12435,0.624119997,1
10712,417.2510071,174.8987122,79.08196259,0.891937554,10940,0.58382386,1
12345,440.1960144,180.3893738,88.15686035,0.872450113,12591,0.73368597,1
11614,418.8680115,168.9307861,88.24199677,0.852727532,11803,0.670709193,1
10367,413.9599915,176.5665131,75.28862,0.904532969,10529,0.560378373,1
13425,477.197998,199.7563629,86.64096832,0.901041329,13784,0.611673057,0
13942,502.0310059,214.3379822,83.71970367,0.92056191,14273,0.644508123,0
10951,415.1390076,173.7579346,81.30049133,0.883783996,11116,0.652272344,1
13140,467.0169983,192.6157532,89.47255707,0.885566235,13570,0.638918579,1
10101,405.5119934,168.0174713,77.90595245,0.886003971,10384,0.618782163,1
11247,418.0820007,174.7965393,82.57595825,0.881377935,11407,0.788267434,1
12643,449.3420105,184.7780762,87.9887085,0.879344642,12903,0.77204448,1
13034,449.8510132,180.1970978,93.86511993,0.853616178,13333,0.623159289,1
11957,441.8829956,186.9612122,81.96999359,0.898763776,12137,0.77361542,1
14556,487.4190063,208.7312622,89.19512177,0.904100299,14819,0.776485622,0
13605,466.9370117,191.5222321,91.73204803,0.877835155,13919,0.612010777,0
16480,525.1539917,220.3081207,96.47743988,0.899013698,16842,0.576264083,0
11200,428.1669922,176.1075134,82.36244202,0.88389641,11424,0.584246218,1
10667,415.2369995,170.3361511,81.36894226,0.878525078,11041,0.687749863,1
11530,458.7120056,197.8755035,75.38201904,0.924592853,11918,0.700315833,0
11418,432.894989,184.0161591,79.63114166,0.901518822,11608,0.631421804,1
15586,505.8770142,218.5732117,91.24372101,0.908699214,15814,0.823784351,0
14019,475.7550049,194.5179291,92.81695557,0.87881428,14308,0.591119945,0
11757,441.2420044,182.5958557,82.91639709,0.890951812,11967,0.601719618,1
13912,480.8429871,206.9070435,86.26381683,0.908942878,14107,0.806259036,0
11772,436.5960083,181.4926605,83.73271942,0.887215137,11984,0.57201165,1
11512,414.6000061,166.6441956,88.62690735,0.846849144,11700,0.77054888,1
12764,449.5490112,185.9380951,88.23936462,0.880221486,12950,0.724321842,1
14759,483.2669983,203.9658661,92.55145264,0.891124189,15002,0.785053194,0
13626,469.3429871,191.3802338,92.17391968,0.876376212,13931,0.607219279,1
12752,453.4949951,185.510849,89.1917038,0.876835942,13105,0.683167279,1
12557,443.2189941,175.5974884,92.33856964,0.850575089,12860,0.622867048,0
13022,467.0769958,194.7540894,86.67639923,0.895502925,13355,0.596245408,0
10763,411.2829895,168.5705872,81.79901886,0.874374986,10963,0.767305911,1
12569,454.1040039,192.0917206,83.93650818,0.899480641,12811,0.566783905,1
11220,418.5490112,172.7580261,83.32672119,0.875988543,11380,0.60661763,1
13112,456.2160034,182.4642181,93.33448029,0.859270096,13413,0.680789173,1
12600,441.2340088,182.6632538,88.16088867,0.875817955,12767,0.600686491,1
11068,423.9729919,172.0155792,82.98536682,0.875934839,11323,0.605304897,1
15550,505.7630005,211.37883,94.41613007,0.894699872,15896,0.718842447,0
12502,431.3129883,172.8981323,92.56533051,0.844614506,12679,0.808144808,1
12328,444.7059937,183.8281403,86.61965942,0.882026851,12659,0.625405848,1
14013,478.2770081,194.7825623,92.95032501,0.878794491,14374,0.604008615,0
14723,491.0549927,204.1756744,93.06549072,0.890076637,15021,0.575679362,0
10690,404.6400146,165.3701935,83.37030792,0.863619924,10855,0.620789766,1
13012,466.118988,196.2271118,85.11974335,0.901017964,13242,0.581932008,1
9638,398.9119873,168.1098328,73.4651413,0.89945823,9798,0.725753009,1
10587,399.6350098,166.3654327,81.32897186,0.872363687,10723,0.637348771,1
12422,444.0849915,183.1343842,86.9521637,0.880093813,12658,0.623406589,1
10550,404.2950134,160.4701233,85.4500351,0.846431196,10846,0.779806316,1
12672,450.3439941,184.4046173,88.78121185,0.876474738,12939,0.782608688,1
14390,497.9190063,216.3755951,85.1957016,0.919221938,14586,0.537903726,0
11795,446.1839905,189.0428772,80.70845795,0.904283702,12081,0.632812917,1
12042,441.8099976,182.1767426,85.04359436,0.884352803,12302,0.640804589,1
11546,429.5239868,175.6586914,84.9068222,0.875420332,11757,0.606312037,1
13819,487.6700134,207.9707642,86.18774414,0.910084665,14181,0.569691241,0
12598,445.1849976,178.979248,91.10215759,0.860760868,12923,0.631415427,1
13413,465.605011,198.8527222,86.09415436,0.901415825,13620,0.635325909,0
11746,431.8269958,174.5800629,87.34896088,0.865830421,12096,0.718849421,1
8628,372.3340149,157.3330383,70.12502289,0.895177007,8782,0.602640212,1
11385,436.6069946,180.0699005,82.65318298,0.888433099,11778,0.759759784,1
14755,499.8179932,202.6122742,95.51608276,0.881907225,15123,0.600529075,0
10427,408.1570129,164.5542297,81.85787201,0.867491364,10689,0.795104444,1
11910,427.2789917,173.2954407,88.56226349,0.859552264,12191,0.773376644,1
15137,494.605011,206.4585266,93.99015045,0.890363872,15400,0.761725068,0
16679,528.552002,222.7795868,96.64006805,0.901012897,17006,0.569171429,0
13501,472.4830017,198.0720367,87.68961334,0.896661997,13787,0.634028375,0
12752,455.3519897,191.7622375,85.68017578,0.894631803,12938,0.572403252,1
16024,527.4210205,226.2627716,91.60111237,0.914385796,16355,0.535686851,0
10572,412.2520142,163.6511841,84.48179626,0.856449485,10911,0.662198544,1
11337,427.9530029,174.9444427,83.92398071,0.87742275,11617,0.595336854,1
11986,432.2909851,172.4006348,89.62593842,0.854245305,12279,0.658824801,1
12260,453.2380066,190.8468628,83.03070831,0.900399268,12586,0.788323045,1
15290,500.1879883,204.1533661,96.69033051,0.880731404,15605,0.788957715,0
10965,433.7780151,179.3352203,78.85895538,0.898130357,11295,0.663339376,1
12184,437.8389893,180.1070862,87.29169464,0.874699593,12398,0.773734689,1
9516,386.8210144,155.5244904,79.22835541,0.860513926,9753,0.698883653,1
15065,506.8200073,212.4369049,91.3702774,0.902778625,15516,0.724627197,0
13362,460.0700073,186.353241,92.15919495,0.869154692,13612,0.741015971,1
12837,445.6380005,178.198288,93.73123169,0.850488245,13197,0.7629264,1
12148,440.6199951,184.9533081,84.69785309,0.888982177,12328,0.634294093,1
10085,412.1350098,172.9621124,75.26065826,0.900368571,10351,0.698310494,1
11377,429.3859863,172.5396423,85.88433838,0.867311478,11746,0.735423386,1
10491,411.9949951,174.7058105,77.03625488,0.897532403,10658,0.767615438,1
14985,516.9609985,219.5333862,88.00939178,0.91612488,15412,0.622973323,0
11937,427.3349915,172.9316406,88.59191132,0.858809888,12111,0.772321403,1
12483,451.8139954,189.8994293,84.86184692,0.894594967,12686,0.595705092,0
13549,464.0050049,189.9726563,91.63721466,0.875967264,13772,0.73933208,1
16079,522.7589722,223.4059143,92.64324951,0.909964681,16392,0.64172256,0
10586,423.7460022,181.4046631,75.15120697,0.910152256,10760,0.78852886,1
10941,423.4079895,172.8510895,81.42478943,0.88209635,11248,0.629516661,1
16059,522.723999,217.8501434,95.15388489,0.899565458,16675,0.688459218,0
13687,481.7449951,201.1745758,87.95717621,0.899355471,13979,0.698316336,0
14304,489.0369873,211.0266113,86.83942413,0.911405563,14483,0.577729285,0
15276,506.6849976,212.1356812,93.06375122,0.898633957,15574,0.579228759,0
14143,483.8649902,200.8781281,90.59234619,0.892533243,14427,0.597658873,0
11569,433.0130005,183.7203064,80.48042297,0.898945987,11734,0.610372484,1
13103,456.7860107,184.1746674,91.96734619,0.866401196,13401,0.76162523,1
14686,503.6900024,212.2586823,89.78369141,0.906133473,15003,0.552146792,0
9426,402.7099915,175.9742889,68.60753632,0.920868874,9578,0.577431977,1
12809,455.1440125,189.0794678,87.2080307,0.887283623,13025,0.590004623,0
13057,460.1679993,187.128479,90.31277466,0.875827432,13385,0.750790656,0
13495,466.9590149,196.3955383,88.21305847,0.893451214,13725,0.689575911,0
8990,389.3770142,157.7496033,73.91918182,0.883418143,9297,0.62526083,1
13834,480.2739868,202.7702789,87.72439575,0.90157181,14151,0.728105247,0
10819,409.1499939,164.464386,84.92332458,0.856369793,10988,0.718106985,1
9028,390.4419861,165.4956818,69.93974304,0.906312704,9260,0.772284031,1
11719,430.5119934,175.5174561,86.51000977,0.87009418,12000,0.699307799,1
15603,511.743988,211.1042023,95.43998718,0.891967773,16021,0.580511928,0
11906,435.7600098,178.8070679,85.96841431,0.876836479,12194,0.604979694,1
12295,439.8240051,176.5826721,89.81163788,0.86099726,12566,0.673477232,1
15200,502.5880127,214.1338043,91.11753082,0.9049505,15461,0.624127448,0
11319,414.0140076,164.7808075,88.50933075,0.843497097,11563,0.746685147,1
11062,410.0960083,165.4694672,86.0553894,0.854124784,11213,0.630816579,1
12624,452.7319946,192.1109619,84.61237335,0.897784531,12791,0.565591395,1
9346,383.743988,158.0488739,75.98288727,0.876854599,9539,0.679017723,1
15236,497.2770081,209.1615601,94.06529999,0.89316678,15563,0.763709247,0
13003,478.5870056,197.8812103,85.53159332,0.901759982,13402,0.588850677,1
11435,424.2430115,175.184967,84.44194794,0.876162469,11660,0.801443815,1
11392,427.7449951,174.0228729,84.52707672,0.874112248,11609,0.602560043,1
11179,418.7099915,171.1083832,84.56639099,0.86933285,11440,0.735605717,1
14831,493.7609863,208.2685394,91.54232025,0.898223102,15099,0.790228069,0
14811,512.1099854,217.738327,87.48340607,0.915735245,15090,0.549165726,0
14573,493.7799988,209.3558197,89.43750763,0.904155552,14847,0.650580347,0
12860,469.5589905,197.661026,84.11711121,0.904929042,13269,0.564530313,0
13415,464.2929993,191.9577789,89.88296509,0.88359952,13660,0.580660522,1
13414,459.2839966,191.0631714,90.20983887,0.881520033,13611,0.763156414,1
12845,464.1210022,194.3322144,85.52433777,0.897951961,13125,0.774962306,1
17856,530.4160156,223.2923584,102.9012756,0.887485027,18062,0.795721948,0
14439,492.322998,205.4156342,91.42163086,0.895502329,14867,0.780824125,0
14819,496.6229858,205.9913483,92.8265686,0.892709136,15194,0.726421595,0
11568,429.072998,178.3329773,83.63752747,0.883200049,11790,0.751217604,1
9428,398.9200134,164.8453827,74.65758514,0.891564071,9760,0.676715493,1
14415,488.1220093,203.5928497,91.034729,0.89446342,14758,0.674102128,0
12060,451.5939941,187.8306885,82.86117554,0.897434235,12367,0.597502947,1
11940,423.6749878,168.6340179,91.36426544,0.840513706,12191,0.663997352,1
12659,453.7680054,188.0402985,86.70749664,0.887342334,12887,0.664340079,1
12406,433.571991,175.892868,91.14063263,0.855283737,12639,0.796532929,1
11485,424.4880066,175.3153687,84.48103333,0.876236975,11688,0.606260538,1
12416,441.928009,175.2147217,91.56061554,0.852601111,12738,0.629167914,1
15321,513.007019,218.7119598,90.26066589,0.910870671,15646,0.711876214,0
14412,490.3240051,207.4761353,89.68951416,0.901735425,14703,0.598853171,0
14826,514.5319824,219.3729401,86.88575745,0.918222845,15170,0.543076932,0
11961,448.5650024,189.1801453,81.78645325,0.901720047,12275,0.753401339,1
12188,434.2130127,171.7588959,91.43890381,0.846513152,12529,0.62196368,1
13207,458.8779907,187.8335876,90.63804626,0.87587148,13501,0.732420146,1
11139,423.3240051,173.0767059,82.68975067,0.878488421,11380,0.716426551,1
14244,488.0660095,199.8998871,92.31539917,0.886979818,14691,0.616329908,0
11248,420.2900085,171.2231293,84.84221649,0.868604064,11521,0.715658188,1
12404,454.3840027,186.0759735,85.98781586,0.886821926,12659,0.572985947,1
11281,424.9710083,170.9759674,85.27378082,0.866747499,11543,0.689463377,1
11813,430.2550049,172.5695343,88.02676392,0.860118389,12088,0.717504859,1
14236,486.1789856,201.7046814,90.64240265,0.893339813,14545,0.656157792,0
13450,465.3980103,193.3749695,89.50689697,0.886427701,13661,0.615786076,0
12032,437.6359863,177.4034729,87.80332947,0.868929505,12291,0.605475068,1
9772,394.9830017,155.2926483,82.31694031,0.847949982,10154,0.691284657,1
14839,504.0840149,211.3695984,91.34764099,0.901792049,15274,0.626382411,0
13267,465.0320129,193.7655945,88.83869934,0.888701916,13543,0.664413035,1
15143,504.1400146,207.7341766,94.14838409,0.891400874,15628,0.571326137,0
10005,394.098999,161.2628937,79.95714569,0.868426085,10220,0.71875,1
11883,438.2189941,178.8616791,86.56589508,0.875077784,12204,0.671280086,1
11323,420.0580139,169.9767761,86.36136627,0.861311376,11586,0.719194591,1
10088,406.6610107,169.0680237,77.4307251,0.888959587,10331,0.675958216,1
10783,418.6809998,171.3652039,82.12441254,0.877685964,11133,0.593450725,1
12259,440.0299988,177.3145447,89.53556824,0.863146663,12533,0.724142015,1
14968,514.8010254,220.223999,87.73534393,0.917215526,15438,0.740916729,0
10796,413.4200134,170.7816467,80.99688721,0.880378544,10980,0.623037875,0
10366,403.4599915,162.3561707,83.06848145,0.859197855,10680,0.707528472,1
13555,477.8699951,202.637085,85.78795624,0.905962646,13851,0.578063011,0
13205,475.6000061,197.5489655,86.34487915,0.899422169,13607,0.691107988,0
14734,498.7070007,211.0009613,90.11148071,0.904220164,15171,0.784599841,0
10138,414.0090027,171.6197357,77.15938568,0.893232465,10425,0.566431999,1
13848,492.9100037,207.0145721,86.98444366,0.907438397,14383,0.668791652,0
9834,401.0050049,164.2058868,77.19506836,0.882607043,10076,0.697248995,1
12292,447.4859924,181.3567047,87.98662567,0.874426603,12535,0.593873799,1
12768,450.6000061,188.6433563,86.66716003,0.88821739,12961,0.798199534,1
12663,441.2879944,180.8767395,89.98505402,0.867467523,12833,0.716435671,1
14318,491.29599,207.6147308,89.12659454,0.903167486,14629,0.562460721,0
13682,488.8999939,199.5596924,89.44221497,0.893934369,14457,0.599666893,0
13909,488.7080078,206.3518524,86.97563171,0.906832159,14362,0.543341517,0
11658,443.2609863,179.8141937,83.87640381,0.884541512,12024,0.593101323,1
13211,476.6589966,204.8645325,82.88511658,0.914500415,13608,0.710880339,0
15308,513.9899902,219.4679108,90.02393341,0.911999285,15720,0.763262868,0
11881,439.1849976,183.8895264,83.34947205,0.891379178,12097,0.582830489,1
13560,479.1990051,197.5580292,88.77228546,0.89335686,14033,0.691766143,0
11097,436.144989,182.7428589,78.44047546,0.903190613,11472,0.628867745,1
11635,449.3089905,197.5706482,75.25814056,0.924609005,11842,0.521889269,1
13237,478.0109863,199.6892395,85.27763367,0.904227197,13627,0.558523178,0
11106,415.9849854,175.1867523,81.15784454,0.886219919,11257,0.609985173,1
16051,516.1740112,214.877182,96.84510803,0.892675579,16479,0.679637551,0
12981,449.6170044,177.6229553,94.24237061,0.847637713,13389,0.651460409,1
10979,417.3630066,175.8724365,80.277771,0.889746726,11146,0.666848898,1
12557,443.0100098,177.728775,91.59944153,0.856956422,12896,0.639293373,1
11329,414.6170044,168.9134979,86.12175751,0.860259056,11540,0.784122348,1
12878,459.6040039,192.1722717,85.95668793,0.894389093,13213,0.576248407,0
11940,443.9679871,187.3336182,82.18278503,0.898634791,12184,0.636392713,0
11327,423.1679993,169.2954559,86.56845856,0.859375238,11657,0.719997466,1
12863,448.5079956,182.861908,90.77281189,0.868093371,13133,0.736206532,1
11112,429.6530151,172.4271393,83.9238739,0.873557568,11472,0.609210551,1
9962,404.9450073,170.9164886,74.79293823,0.899170101,10137,0.576104581,1
15681,507.696991,207.0245056,97.75848389,0.881487548,16088,0.692501307,0
11088,430.5870056,184.7220154,77.01330566,0.90894568,11263,0.628357708,1
10820,424.7810059,178.7657623,78.07855988,0.89957583,11081,0.714852035,1
14105,496.2279968,209.2754211,86.94194794,0.909619331,14567,0.603706539,0
11489,432.2070007,182.362381,81.07017517,0.895751357,11683,0.799068034,1
11249,423.0950012,167.8630066,86.53877258,0.856870294,11560,0.618893027,1
15153,514.4039917,218.0923157,90.05229187,0.910772264,15628,0.680850089,0
12053,440.9779968,180.0957489,86.7628479,0.876303434,12351,0.59048599,1
10566,405.302002,164.9469757,82.92601776,0.864435613,10834,0.604013026,1
10882,411.7460022,168.9594727,83.18147278,0.870416462,11033,0.754018843,1
13870,484.1270142,203.4182587,88.50323486,0.900391757,14266,0.756517947,0
11746,436.9500122,185.2539063,81.15396118,0.898941457,11926,0.589481056,1
10680,413.803009,171.882019,79.86556244,0.885492623,10848,0.590773344,1
11176,418.0559998,171.3155823,83.93949127,0.871739328,11387,0.79703325,1
11487,428.0889893,173.9547729,85.48769379,0.870913506,11695,0.648616612,1
12844,454.8370056,191.9801788,85.41941833,0.89556098,13043,0.617886186,0
10984,416.9979858,171.7176514,82.5067215,0.877006233,11199,0.747058451,1
12932,456.6549988,191.3286285,86.72583771,0.891367137,13098,0.663043499,0
14223,480.9530029,201.3895569,90.38588715,0.893626571,14441,0.641947985,0
12159,437.822998,177.5845337,88.58029938,0.866713405,12377,0.670138896,1
11867,434.8129883,185.704483,81.847229,0.897635221,12004,0.681072056,1
11758,436.3829956,177.3486023,85.96657562,0.874662638,12190,0.763556063,1
16376,531.0009766,227.9448547,92.66851807,0.913633347,16667,0.741767466,0
13034,474.368988,203.9958496,81.980896,0.915694416,13316,0.615740716,0
14180,485.17099,204.1071777,89.36077881,0.899066091,14471,0.619809449,0
10534,409.3399963,163.8759308,83.2736969,0.861268103,10899,0.726132214,1
14966,499.6380005,205.474823,93.38162231,0.890763342,15387,0.58142966,0
12054,439.6589966,184.5761566,84.05713654,0.890283763,12227,0.732276261,1
12994,453.9410095,192.1659851,86.55552673,0.892816484,13152,0.814160407,1
12942,441.743988,175.5592499,95.28501129,0.83989346,13310,0.701691628,1
11994,444.7609863,183.4491272,84.42697144,0.887804866,12262,0.724187911,1
11926,435.7539978,173.2695923,89.63291168,0.855802178,12308,0.753189325,1
11016,421.1000061,173.1560059,82.32682037,0.879743397,11302,0.781609178,1
13839,481.5880127,201.3427887,88.88829803,0.897272348,14165,0.716935217,0
11544,421.8460083,170.3458252,87.41750336,0.858282983,11800,0.656505942,1
11023,416.8919983,163.019165,88.59201813,0.839444518,11343,0.710702777,1
13183,464.571991,190.6912689,88.76956177,0.885040224,13473,0.593909085,0
12410,463.4899902,195.1714935,82.36030579,0.906600714,12849,0.564090908,0
